"","Project","Replication","Lab","T_N","C_N","T_M","SE_T_M","C_M","SE_C_M","T_SD","SE_T_SD","C_SD","SE_C_SD","MD","SE_MD","pooled_SD","SE_pooled_SD","SMD","SE_SMD"
"1","ML1","Jacowitz_Chicago","abington",36,39,3619.91666666667,210.988425451737,808.602564102564,90.6204791873232,1265.93055271042,151.307641403,565.924711138737,64.9160164606895,2811.3141025641,223.496477974892,966.993613468899,79.4863853925175,2.877283565245,0.327893540710725
"2","ML1","Jacowitz_Chicago","brasilia",28,30,4072.21428571429,202.37721868638,1561.9,195.499318574819,1070.87958333819,145.72825306349,1070.79386760317,140.602123083038,2510.31428571429,281.382439604507,1070.83519568911,100.292905082473,2.31269752058231,0.336614493470704
"3","ML1","Jacowitz_Chicago","charles",38,27,4084.65789473684,140.91060429076,2600.5,195.791817748944,868.631302256782,100.97633782632,1017.36412814231,141.083020378263,1484.15789473684,234.808616905853,932.891277564571,82.4567185594612,1.57189500027687,0.28434668606861
"4","ML1","Jacowitz_Chicago","conncoll",39,39,3449.41025641026,180.112212803603,1380.21794871795,141.335469161404,1124.80040844561,129.023455580728,882.639722015666,101.245719784766,2069.19230769231,228.9456792431,1010.99674522703,81.4684393858858,2.0264100373321,0.276755695059901
"5","ML1","Jacowitz_Chicago","csun",43,43,3594.11627906977,180.193380677483,967.127906976744,137.354230688359,1181.60701627875,128.923895090197,900.691923791709,98.273545681212,2626.98837209302,226.574136052576,1050.58104934907,80.5758882797265,2.47810615701581,0.285281351035897
"6","ML1","Jacowitz_Chicago","help",37,45,3828.18918918919,200.682055236762,979.377777777778,122.803421541552,1220.70128609741,143.861026200437,823.790395309414,87.8163512034193,2848.81141141141,226.729402946628,1021.66387423564,80.2694948405931,2.76216680939874,0.30797491255892
"7","ML1","Jacowitz_Chicago","ithaca",35,45,3653.61428571429,183.60247760832,1097.4,104.571171694186,1086.20690590558,131.721935421296,701.484745185006,74.7785250929881,2556.21428571429,200.554871065065,889.873963582636,70.7945713726495,2.84483322414631,0.316859021057483
"8","ML1","Jacowitz_Chicago","jmu",75,79,3434.56,134.129553132125,1255.94936708861,96.2125320012805,1161.59600410674,95.4826033665493,855.155689809579,68.4672509125618,2178.61063291139,163.7913879959,1015.95595466804,58.0783362642253,2.13379352591218,0.201290630578247
"9","ML1","Jacowitz_Chicago","ku",40,34,4004.35,142.932521958207,1840.61764705882,215.172215837179,903.984642199929,102.35610495824,1254.65883965386,154.437827243393,2163.73235294118,251.679924753368,1078.95211270918,89.2947121998085,1.98442705704638,0.282643417316656
"10","ML1","Jacowitz_Chicago","laurier",50,48,3764.93,161.042355950862,1914.16666666667,174.307136082047,1138.74141951112,115.030254250616,1207.63526326371,124.558066826152,1850.76333333333,237.026382053061,1172.97638985753,84.2147968964191,1.56547069890115,0.229563583599844
